SamuraiId,Picture,Name,Age,Town
111,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_111,1,Shijuku
112,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_112,15,DonBuri
113,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_113,37,DonBuri
114,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_114,4,DonBuri
115,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_115,42,DonBuri
116,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_116,32,Takoyaki
117,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_117,42,Takoyaki
118,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_118,7,Nagasaki
119,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_119,28,Sushi Town
120,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_120,40,Sushi Town
121,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_121,44,DonBuri
122,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_122,26,Sushi Town
123,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_123,48,Sushi Town
124,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_124,11,DonBuri
125,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_125,5,DonBuri
126,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_126,20,Takoyaki
127,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_127,13,Takoyaki
128,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_128,5,DonBuri
129,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_129,38,DonBuri
130,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_130,13,Nagasaki
131,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_131,20,Sushi Town
132,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_132,30,Takoyaki
133,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_133,30,Shijuku
134,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_134,20,Sushi Town
135,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_135,42,Takoyaki
136,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_136,12,Shijuku
137,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_137,31,Takoyaki
138,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_138,33,Sushi Town
139,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_139,24,Shijuku
140,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_140,35,Nagasaki
141,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_141,46,Shijuku
142,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_142,39,Shijuku
143,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_143,22,Shijuku
144,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_144,41,Takoyaki
145,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_145,13,Shijuku
146,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_146,14,Nagasaki
147,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_147,36,Sushi Town
148,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_148,24,Nagasaki
149,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_149,8,DonBuri
150,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_150,41,Shijuku
151,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_151,10,Nagasaki
152,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_152,13,Takoyaki
153,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_153,36,Takoyaki
154,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_154,37,Shijuku
155,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_155,28,Nagasaki
156,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_156,35,Takoyaki
157,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_157,4,Shijuku
158,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_158,36,Shijuku
159,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_159,22,Takoyaki
160,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_160,1,Shijuku
161,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_161,15,Takoyaki
162,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_162,47,DonBuri
163,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_163,12,Takoyaki
164,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_164,27,Takoyaki
165,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_165,16,Sushi Town
166,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_166,11,Sushi Town
167,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_167,25,Takoyaki
168,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_168,8,Sushi Town
169,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_169,2,Shijuku
170,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_170,20,Takoyaki
171,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_171,41,Nagasaki
172,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_172,49,DonBuri
173,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_173,24,DonBuri
174,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_174,33,Sushi Town
175,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_175,35,DonBuri
176,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_176,45,Takoyaki
177,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_177,45,Sushi Town
178,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_178,47,Takoyaki
179,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_179,39,DonBuri
180,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_180,32,DonBuri
181,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_181,24,DonBuri
182,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_182,30,Takoyaki
183,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_183,37,Nagasaki
184,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_184,37,DonBuri
185,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_185,44,Nagasaki
186,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_186,47,Takoyaki
187,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_187,34,Nagasaki
188,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_188,33,Nagasaki
189,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_189,32,Sushi Town
190,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_190,48,Nagasaki
191,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_191,48,Nagasaki
192,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_192,35,Takoyaki
193,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_193,2,Takoyaki
194,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_194,14,Nagasaki
195,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_195,10,DonBuri
196,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_196,39,Sushi Town
197,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_197,18,Sushi Town
198,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_198,36,Sushi Town
199,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_199,15,Takoyaki
200,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_200,42,Shijuku
201,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_201,29,DonBuri
202,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_202,19,Nagasaki
203,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_203,12,Nagasaki
204,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_204,28,Shijuku
205,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_205,41,Shijuku
206,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_206,1,Takoyaki
207,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_207,30,Sushi Town
208,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_208,43,DonBuri
209,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_209,42,DonBuri
210,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_210,24,DonBuri
211,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_211,31,Sushi Town
212,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_212,47,Sushi Town
213,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_213,38,DonBuri
214,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_214,30,Sushi Town
215,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_215,17,DonBuri
216,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_216,25,Nagasaki
217,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_217,0,DonBuri
218,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_218,15,Sushi Town
219,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_219,23,Takoyaki
220,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_220,10,Takoyaki
221,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_221,18,Sushi Town
222,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_222,32,Takoyaki
223,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_223,16,Nagasaki
224,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_224,45,Shijuku
225,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_225,12,DonBuri
226,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_226,46,DonBuri
227,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_227,38,Shijuku
228,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_228,0,DonBuri
229,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_229,13,Shijuku
230,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_230,36,Sushi Town
231,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_231,17,DonBuri
232,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_232,49,Sushi Town
233,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_233,23,Nagasaki
234,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_234,37,Shijuku
235,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_235,43,Nagasaki
236,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_236,46,DonBuri
237,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_237,9,DonBuri
238,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_238,49,Sushi Town
239,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_239,37,Takoyaki
240,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_240,33,DonBuri
241,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_241,7,DonBuri
242,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_242,31,DonBuri
243,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_243,32,Takoyaki
244,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_244,48,Shijuku
245,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_245,7,Shijuku
246,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_246,42,Nagasaki
247,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_247,38,Sushi Town
248,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_248,12,DonBuri
249,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_249,37,Takoyaki
250,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_250,25,DonBuri
251,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_251,29,Shijuku
252,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_252,43,Nagasaki
253,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_253,3,Takoyaki
254,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_254,46,Nagasaki
255,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_255,15,DonBuri
256,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_256,37,Shijuku
257,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_257,42,Nagasaki
258,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_258,7,DonBuri
259,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_259,7,DonBuri
260,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_260,35,DonBuri
261,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_261,3,Takoyaki
262,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_262,20,Shijuku
263,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_263,20,Takoyaki
264,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_264,46,Sushi Town
265,https://static.wikia.nocookie.net/l5r/images/0/0e/Samurai.jpg,Samurai_265,47,Nagasaki
